,isbn13,isbn10,title,authors,categories,description,published_year,average_rating,num_pages,ratings_count,cleaned_description
3872,9780671732479,0671732471,Second Ring of Power,Carlos Castaneda,Fiction,"Transformed by Don Juan from a bent, gray-haired old woman into a sensual sorceress whose mission is to test Castaneda, Dona Soledad turns her mysterious and awesome powers against Castaneda in a struggle that nearly consumes him",1991,4,328,2692,transformed juan bent gray haired old woman sensual sorceress whose mission test castaneda dona soledad turns mysterious awesome powers castaneda struggle nearly consumes
3873,9780671732486,067173248X,Power of Silence,Carlos Castaneda,Fiction,"Carlos recollects more of the teachings of Don Juan, including the true importance and meaning of sorcery and magic, and the illusory nature of all realities",1991,4,288,2189,carlos recollects teachings juan including true importance meaning sorcery magic illusory nature realities
3874,9780671732509,0671732501,Fire from Within,Carlos Castaneda,"Body, Mind & Spirit",The author depicts his instruction by the sorcerer Don Juan in the mystical religious concepts and practices of the Mexican Indians,1984,4,304,2477,author depicts instruction sorcerer juan mystical religious concepts practices mexican indians
3875,9780671732523,0671732528,Tales of Power,Carlos Castaneda,Fiction,"Carlos is taught his last lessons by Don Juan before he and Don Genaro disappear, including the concepts of naugal and tonal, and the ways of the impeccable warrior",1992,4,304,4405,carlos taught last lessons juan genaro disappear including concepts naugal tonal ways impeccable warrior
3876,9780671737764,0671737767,STINGER,Robert McCammon,Fiction,"In the remote Texas town of Inferno, a creature of evil beyond anything the world has ever encountered descends. He traps the town and ravages the land with grisly executions and horrible mutations . . . until the people rise up in a final, desperate battle. From the author of Swan Song. Original.",1988,4,538,5715,remote texas town inferno creature evil beyond anything world ever encountered descends traps town ravages land grisly executions horrible mutations people rise final desperate battle author swan song original
3877,9780671739164,0671739166,The Story of Philosophy,Will Durant,Biography & Autobiography,"Examines the history of speculative thought by focusing on such dominant personalities as Plato, Bacon, Spinoza, Kant, Schopenhauer, and Nietzsche",1991,4,704,10039,examines history speculative thought focusing dominant personalities plato bacon spinoza kant schopenhauer nietzsche
3878,9780671741037,0671741039,Swan Song,Robert McCammon,Fiction,"An ancient evil roams the desolate landscape of an America ravaged by nuclear war. He is the Man with the Scarlet Eye, a malevolent force that feeds on the dark desires of the countless followers he has gathered into his service. His only desire is to find a special child named Swan -- and destroy her. But those who would protect the girl are determined to fight for what is left of the worldŠand their souls. In a wasteland born of rage, populated by monstrous creatures and marauding armies, the last survivors on earth have been drawn into the final battle between good and evil that will decide the fate of humanity....",1987,4,956,44348,ancient evil roams desolate landscape america ravaged nuclear war man scarlet eye malevolent force feeds dark desires countless followers gathered service desire find special child named swan destroy her would protect girl determined fight left worldand souls wasteland born rage populated monstrous creatures marauding armies last survivors earth drawn final battle good evil decide fate humanity
3879,9780671742515,0671742515,Long Dark Tea-Time of the Soul,Douglas Adams,Fiction,"When a passenger check-in desk shoots through the roof of a terminal at Heathrow Airport in flames, Dirk Gently investigates the cosmic forces at play",1990,4,307,65988,passenger check in desk shoots roof terminal heathrow airport flames dirk gently investigates cosmic forces play
3880,9780671743055,0671743058,Boy's Life,Robert McCammon,Fiction,"The witnesses to a horrific murder, Cory Mackenson and his father investigate and come face to face with the vicious Blaylock clan, a secret society united by racial hatred, and a reptilian creature inhabiting the river. Reissue.",1992,4,580,17365,witnesses horrific murder cory mackenson father investigate come face face vicious blaylock clan secret society united racial hatred reptilian creature inhabiting river reissue
3881,9780671763794,0671763792,Joy Within,Joan Goldstein;Manuela Soares,"Body, Mind & Spirit","Carefully avoiding and particular religious or spiritual point of view, this book offers a practical step-by-step guide to meditation for beginners. It explains what meditation is and details its many benefits, including inner peace, stress reduction, relaxation, and joy. Illustrated.",1990,4,144,8,carefully avoiding particular religious spiritual point view book offers practical step by step guide meditation beginners explains meditation details many benefits including inner peace stress reduction relaxation joy illustrated
3882,9780671769918,067176991X,Mystery Walk,Robert R. McCammon,Fiction,"As Billy Creekmore and Wayne Falconer, two young men with remarkable psychic gifts, learn to use their powers, they and their world are threatened by the machinations of their elusive, nightmarish enemy, the Shape Changer. Reissue.",1992,4,432,2242,billy creekmore wayne falconer two young men remarkable psychic gifts learn use powers world threatened machinations elusive nightmarish enemy shape changer reissue
3886,9780671792800,0671792806,Principle Centered Leadership,Stephen R. Covey,Business & Economics,The author invites business readers to center their professional lives around principles of excellence and quality and discusses the six conditions of effectiveness and the patterns of organizational excellence,1992,4,336,14453,author invites business readers center professional lives around principles excellence quality discusses six conditions effectiveness patterns organizational excellence
3887,9780671793562,067179356X,In the Name of Love,Ann Rule,Literary Criticism,"A collection of true crime cases includes the case of Jerry Harris, a self-made millionaire whose disappearance prompted his wife's eight-year search for answers",1998,4,414,1308,collection true crime cases includes case jerry harris self made millionaire whose disappearance prompted wife s eight year search answers
3889,9780671797867,0671797867,Scar Lover,Harry Crews,Fiction,"In a dozen novels and his non-fiction books and articles, Harry Crews has shown himself to be a true American original. With Scar Lovers he returns to the familiar, unmistakable ""Crews territory""--a Southern landscape peopled by quirky, odd, and oddly appealing individuals--to explore the realities of redemption and the power of love without boundries of fear.",1993,4,288,776,dozen novels non fiction books articles harry crews shown true american original scar lovers returns familiar unmistakable crews territory a southern landscape peopled quirky odd oddly appealing individuals to explore realities redemption power love without boundries fear
3891,9780671823498,0671823493,The Good Earth,Pearl Sydenstricker Buck,China,"A story of a Chinese peasant and his passionate, dogged accumulation of land and more land, while weathering famine and drought and revolution.",1958,4,260,54,story chinese peasant passionate dogged accumulation land land weathering famine drought revolution
3894,9780671876999,0671876996,Forever After,Roger Zelazny,Fiction,"The heroes of a millennium-long battle against the forces of evil prepare to enjoy life after winning the war, unaware that they have unearthed four mantic objects whose combined powers unleash chaos throughout the world. Original.",1995,4,291,232,heroes millennium long battle forces evil prepare enjoy life winning war unaware unearthed four mantic objects whose combined powers unleash chaos throughout world original
3895,9780671877668,0671877666,The Ship Avenged,S. M. Stirling,Fiction,"Hoping to settle old scores with the Kolnari who destroyed her home and with an unscrupulous uncle, Joat is challenged to overcome a ""breakout"" disease that destroys its victim's minds and is threatening the entire universe.",1997,4,364,3155,hoping settle old scores kolnari destroyed home unscrupulous uncle joat challenged overcome breakout disease destroys victim s minds threatening entire universe
3896,9780671877781,067187778X,The Free Bards,Lackey,Fiction,"Comines the stories of Rune, the greatest violinist who played the Ghost of Skull Hill to sleep; Robin who must recruit the Ghost to aid their cause; and Nightingale who joins forces with T'fyrr, a nonhuman with the face of a raptor",1997,4,712,1517,comines stories rune greatest violinist played ghost skull hill sleep robin must recruit ghost aid cause nightingale joins forces t fyrr nonhuman face raptor
3897,9780671878849,0671878840,Berserkers,Fred Saberhagen,Fiction,"Complete at last in one volume--the beginning of the war against the berserkers! The death machines are programmed to destroy all life in the Galaxy. But one branch of Galactic humanity, descended from a world called Earth, stands in the way.",1998,4,377,226,complete last one volume the beginning war berserkers death machines programmed destroy life galaxy one branch galactic humanity descended world called earth stands way
3898,9780671882365,0671882368,What Jane Austen Ate and Charles Dickens Knew,Daniel Pool,Education,Essays provide a view of British life during the nineteenth century,1994,4,416,4749,essays provide view british life nineteenth century
3899,9780671887179,0671887173,Daily Reflections for Highly Effective People,Stephen R. Covey,Business & Economics,"Provides a daily reading program that keys on the author's guidelines to personal fulfillment and success and offers inspiration, insights, and motivational guidance",1994,4,384,328,provides daily reading program keys author s guidelines personal fulfillment success offers inspiration insights motivational guidance
3900,9780674002050,0674002059,Seamus Heaney,Helen Hennessy Vendler,Literary Criticism,"Poet and critic are well met, as one of our best writers on poetry takes up one of the world's great poets. Whereas other books on the Nobel laureate Seamus Heaney have dwelt chiefly on the biographical, geographical, and political aspects of his writing, this book looks squarely and deeply at Heaney's poetry as art.",2000,4,208,60,poet critic well met one best writers poetry takes one world s great poets whereas books nobel laureate seamus heaney dwelt chiefly biographical geographical political aspects writing book looks squarely deeply heaney s poetry art
3901,9780674006720,0674006720,American Tragedy,David E. Kaiser,History,"Documents the origin of American involvement in the Vietnam War and how the policies in the Eisenhower, Kennedy, and Johnson administrations led to war.",2000,4,576,29,documents origin american involvement vietnam war policies eisenhower kennedy johnson administrations led war
3902,9780674008205,0674008200,This Craft of Verse,Jorge Luis Borges;Calin Andrei Mihailescu,Literary Criticism,"Transcribed from recently discovered tapes, this work stands as a deeply personal yet far-reaching introduction to the pleasures of the word, and as a first-hand testimony to the life of literature. 1 halftone.",2002,4,160,778,transcribed recently discovered tapes work stands deeply personal yet far reaching introduction pleasures word first hand testimony life literature 1 halftone
3903,9780674018297,067401829X,The Gardens of Emily Dickinson,Judith FARR;Louise Carter,Architecture,"Explores how Emily Dickinson's devotion to gardening is intertwined with her vocation as a poet, demonstrating that more than a third of her poems allude to her flowers and how her love of gardening shaped her choice of metaphors.",2005,4,350,50,explores emily dickinson s devotion gardening intertwined vocation poet demonstrating third poems allude flowers love gardening shaped choice metaphors
3904,9780674022577,0674022572,Rebecca's Revival,Jon F Sensbach,Biography & Autobiography,"The remarkable story of Rebecca Protten, a Caribbean slave who helped inspire the rise of black Christianity in the Atlantic world, is revealed in this account of her evangelical efforts on three continents.",2005,4,302,125,remarkable story rebecca protten caribbean slave helped inspire rise black christianity atlantic world revealed account evangelical efforts three continents
3905,9780674022874,0674022874,The Writer of Modern Life,Walter Benjamin,Literary Criticism,"In these essays, Benjamin challenges the image of Baudelaire as late-Romantic dreamer, and evokes instead the modern poet caught in a life-or-death struggle with the forces of the urban commodity capitalism that had emerged in Paris around 1850.",2006,4,307,262,essays benjamin challenges image baudelaire late romantic dreamer evokes instead modern poet caught life or death struggle forces urban commodity capitalism emerged paris around 1850
3907,9780674035010,0674035011,Ancilla to the Pre-Socratic Philosophers,Mary Fitt;Kathleen Freeman,Philosophy,"This book is a complete translation of the fragments of the pre-Socratic philosophers given in the fifth edition of Diels, Fragmente der Vorsokratiker.",1983,4,172,46,book complete translation fragments pre socratic philosophers given fifth edition diels fragmente der vorsokratiker
3908,9780674215184,0674215184,Doubling the Point,Professor of General Literature J M Coetzee;J. M. Coetzee,Literary Criticism,"Nadine Gordimer has written of J.M. Coetzee that his vision goes to the nerve-centre of being. What he finds there is more than most people will ever know about themselves, and he conveys it with a brilliant writer's mastery of tension and elegance. Doubling the Point takes the reader to the center of that vision. These essays and interviews, documenting Coetzee's longtime engagement with his own culture, and with modern culture in general, constitute a literary autobiography.",1992,4,438,81,nadine gordimer written j m coetzee vision goes nerve centre being finds people ever know themselves conveys brilliant writer s mastery tension elegance doubling point takes reader center vision essays interviews documenting coetzee s longtime engagement culture modern culture general constitute literary autobiography
3909,9780674268586,067426858X,Ethics and the Limits of Philosophy,Bernard Williams,Philosophy,"Toward the goal of reorienting ethics away from rigid systems and toward the individual, a noted philosopher criticizes systematic moral theory from Kant on and elucidates a provocative alternate view",1985,4,230,520,toward goal reorienting ethics away rigid systems toward individual noted philosopher criticizes systematic moral theory kant elucidates provocative alternate view
3910,9780674268630,0674268636,The Ethics of Authenticity,Charles Taylor,Philosophy,"Everywhere we hear of decline, of a world that was better before the influence of modernity. While some lament Western culture's slide into relativism and nihilism and others celebrate the trend as a liberating sort of progress, Taylor calls on us to face the moral and political crises of our time, and to make the most of modernity's challenges.",1992,4,152,630,everywhere hear decline world better influence modernity lament western culture s slide relativism nihilism others celebrate trend liberating sort progress taylor calls us face moral political crises time make modernity s challenges
3911,9780674295032,067429503X,The Fate of Reason,Frederick C. Beiser,Philosophy,"The Fate of Reason is the first general history devoted to the period between Kant and Fichte, one of the most revolutionary and fertile in modern philosophy. The philosophers of this time broke with the two central tenets of the modem Cartesian tradition: the authority of reason and the primacy of epistemology. They also witnessed the decline of the Aufkldrung, the completion of Kant's philosophy, and the beginnings of post-Kantian idealism. Thanks to Beiser we can newly appreciate the influence of Kant's critics on the development of his philosophy. Beiser brings the controversies, and the personalities who engaged in them, to life and tells a story that has uncanny parallels with the debates of the present.",1993,4,410,109,fate reason first general history devoted period kant fichte one revolutionary fertile modern philosophy philosophers time broke two central tenets modem cartesian tradition authority reason primacy epistemology also witnessed decline aufkldrung completion kant s philosophy beginnings post kantian idealism thanks beiser newly appreciate influence kant s critics development philosophy beiser brings controversies personalities engaged them life tells story uncanny parallels debates present
3912,9780674618763,0674618769,"New Worlds, Ancient Texts",Anthony Grafton;Nancy G. Siraisi;April Shelford,History,"On encountering what he called ""the Indies"", the Jesuit Jose de Acosta wrote, ""Having read what poets and philosophers write of the Torrid Zone, I persuaded myself that when I came to the Equator, I would not be able to endure the violent heat, but it turned out otherwise... What could I do then but laugh at Aristotle's Meteorology and his philosophy?"" Acosta's experience echoes that of his fellow travelers to the New World, and it is this experience, with its profound effect on Western culture, that Anthony Grafton charts. Describing an era of exploration that went far beyond geographic bounds, this book shows how the evidence of the New World shook the foundations of the old, upsetting the authority of the ancient texts that had guided Europeans so far afield. The intellectual shift mapped out here, a movement from book learning to empirical knowledge, did not take place easily or quickly, and Grafton presents it in all its drama and complexity. What he recounts is in effect a war of ideas fought, sometimes unwittingly by mariners, scientists, publishers, scholars, and rulers over one hundred fifty years. He shows us explorers from Cortes and Columbus to Scaliger and Munster, laden with ideas gathered from ancient and medieval texts, in their encounters with the world at large. In colorful vignettes, firsthand accounts, published debates, and copious illustrations, we see these men and their contemporaries trying to make sense of their discoveries as they sometimes confirm, sometimes contest, and finally displace traditional images and notions of the world beyond Europe. The fundamental cultural revolution that Grafton documents still reverberates in our time. By taking us into thisbattle of books versus facts, a conflict that has shaped global views for centuries, Grafton allows us to re-experience and understand the Renaissance as it continues to this day.",1992,4,296,70,encountering called the indies jesuit jose de acosta wrote having read poets philosophers write torrid zone persuaded came equator would able endure violent heat turned otherwise could laugh aristotle s meteorology philosophy acosta s experience echoes fellow travelers new world experience profound effect western culture anthony grafton charts describing era exploration went far beyond geographic bounds book shows evidence new world shook foundations old upsetting authority ancient texts guided europeans far afield intellectual shift mapped here movement book learning empirical knowledge take place easily quickly grafton presents drama complexity recounts effect war ideas fought sometimes unwittingly mariners scientists publishers scholars rulers one hundred fifty years shows us explorers cortes columbus scaliger munster laden ideas gathered ancient medieval texts encounters world large colorful vignettes firsthand accounts published debates copious illustrations see men contemporaries trying make sense discoveries sometimes confirm sometimes contest finally displace traditional images notions world beyond europe fundamental cultural revolution grafton documents still reverberates time taking us thisbattle books versus facts conflict shaped global views centuries grafton allows us re experience understand renaissance continues day
3913,9780674637122,0674637127,The Art of Shakespeare's Sonnets,Helen Vendler,Literary Criticism,"Analyzes all of Shakespeare's sonnets in terms of their poetic structure, semantics, and use of sounds and images",1999,4,692,575,analyzes shakespeare s sonnets terms poetic structure semantics use sounds images
3914,9780674644847,0674644840,Origins of the Modern Mind,Merlin Donald,Medical,"This bold and brilliant book asks the ultimate question of life sciences: How did the human mind acquire its incomparable power? Origins of the Modern Mind traces the evolution of human culture and cognition from primitive apes to the era of artificial intelligence, and presents an original theory of how the human mind evolved from its presymbolic form. Illustrated with line drawings.",1991,4,424,88,bold brilliant book asks ultimate question life sciences human mind acquire incomparable power origins modern mind traces evolution human culture cognition primitive apes era artificial intelligence presents original theory human mind evolved presymbolic form illustrated line drawings
3915,9780674673779,0674673778,Playing in the Dark,Toni Morrison,Literary Criticism,"Examines the effect of a racially divided society on ninteenth century American writings, and discusses works by Poe, Hawthorne, Melville, and Twain",1992,4,110,3428,examines effect racially divided society ninteenth century american writings discusses works poe hawthorne melville twain
3916,9780674705593,0674705599,The Principles of Psychology,William James,Psychology,"Presents an authoritative new edition of the classic text that corrects hundreds of errors and incorporates all of the changes James made in the eight printings he supervised, along with revisions and new material the author added to his own annotated copy.",1981,4,1376,3,presents authoritative new edition classic text corrects hundreds errors incorporates changes james made eight printings supervised along revisions new material author added annotated copy
3918,9780674802803,0674802802,Sex and Reason,Richard A. POSNER,Law,"Explores the complex history of human sexuality from ancient Greece to modern Sweden and contends that, although sexual drives and orientations are biological in nature, much of individual sexuality is determined through self-interested choices.",1994,4,458,74,explores complex history human sexuality ancient greece modern sweden contends that although sexual drives orientations biological nature much individual sexuality determined self interested choices
3919,9780674821064,0674821068,"Sor Juana, Or, The Traps of Faith",Octavio Paz,Literary Criticism,"A life of the seventeenth-century poet, intellectual, and feminist who became a nun and eventually gave up secular learning, places her in her times and in Spanish intellectual tradition, and examines the contradictions in her personality.",1988,4,547,41,life seventeenth century poet intellectual feminist became nun eventually gave secular learning places times spanish intellectual tradition examines contradictions personality
3920,9780674824263,0674824261,Sources of the Self,Charles Taylor,Philosophy,"Discusses contemporary notions of the self, and examines their origins, development, and effects",1989,4,624,1303,discusses contemporary notions self examines origins development effects
3922,9780674891999,0674891996,"Time's Arrow, Time's Cycle",Stephen Jay Gould,Science,Examines scientific theories pertaining to the measurement of earth's history,1987,4,240,311,examines scientific theories pertaining measurement earth s history
3923,9780674940529,0674940520,The Visible Hand,Alfred D. Chandler Jr.,Business & Economics,Examines the processes of production and distribution in the U.S. and the ways in which their management has become increasingly systematized,1977,4,624,208,examines processes production distribution u s ways management become increasingly systematized
3924,9780674954014,0674954017,Wittgenstein on Rules and Private Language,Saul A. Kripke,Philosophy,In this book Saul Kripke brings his powerful philosophical intelligence to bear on Wittgenstein's analysis of the notion of following a rule.,1982,4,160,846,book saul kripke brings powerful philosophical intelligence bear wittgenstein s analysis notion following rule
3925,9780674961876,0674961870,"The World, the Text, and the Critic",Edward W. Said,Literary Criticism,"Argues that contemporary critics force works of literature to fit their theories and examines the impact of Marxism, linguistics, psychoanalysis, and structuralism on literary criticism",1983,4,336,194,argues contemporary critics force works literature fit theories examines impact marxism linguistics psychoanalysis structuralism literary criticism
3936,9780674994805,0674994809,Babrius and Phaedrus,Babrius;Phaedrus;Ben Edwin Perry,Biography & Autobiography,"Babrius's humorous and pointed fables in Greek verse probably date from the first century CE. From the same period come the lively fables in Latin verse written by Phaedrus, which satirize social and political life in Augustan Rome.",1965,4,736,16,babrius s humorous pointed fables greek verse probably date first century ce period come lively fables latin verse written phaedrus satirize social political life augustan rome
3940,9780676977110,0676977111,Never Let Me Go,Kazuo Ishiguro,Boarding school-fiction,A gothic tour de force. A meditation on mortality and lost innocence: a portrait of adolescence as that hinge moment in life when self-knowledge brings intimations of one's destiny.,2006,4,288,1091,gothic tour de force meditation mortality lost innocence portrait adolescence hinge moment life self knowledge brings intimations one s destiny
3942,9780679409960,0679409963,Doctor Faustus,Thomas Mann,Fiction,(Book Jacket Status: Not Jacketed) Introduction by T. J. Reed; Translation by H. T. Lowe-Porter,1992,4,580,86,book jacket status jacketed introduction t j reed translation h t lowe porter
3943,9780679411673,0679411674,Toni Morrison,Toni Morrison,African Americans,"Presents six novels by American Nobel laureate Toni Morrison--""Beloved,"" ""Sula,"" ""Jazz,"" ""Tar Baby,"" ""Song of Solomon,"" and ""The Bluest Eye""--Which explore the African-American experience in America's predominantly white culture.",1994,4,229,389,presents six novels american nobel laureate toni morrison beloved sula jazz tar baby song solomon the bluest eye which explore african american experience america s predominantly white culture
3944,9780679413356,0679413359,The Aeneid,Virgil,Poetry,Virgil's poem about the adventures of Aeneas after the fall of Troy,1992,4,483,176,virgil s poem adventures aeneas fall troy
3945,9780679420255,0679420258,If on a Winter's Night a Traveler,Italo Calvino;William Weaver,Fiction,"Ten different and thoroughly dissimilar novels intertwine as the beginning of each book, interrupted at a critical moment of suspense, leads into yet another novel reflecting yet another literary mode",1993,4,254,1412,ten different thoroughly dissimilar novels intertwine beginning book interrupted critical moment suspense leads yet another novel reflecting yet another literary mode
3946,9780679420262,0679420266,The Stranger,Albert Camus;Matthew Ward,Fiction,An ordinary man is unwittingly caught up in a senseless murder in Algeria.,1993,4,117,1041,ordinary man unwittingly caught senseless murder algeria
3947,9780679420293,0679420290,Crime and Punishment,Fyodor Dostoyevsky,Fiction,A man must endure relentless physical and mental punishments as retribution for his act of murder,1993,4,564,6890,man must endure relentless physical mental punishments retribution act murder
3950,9780679431367,0679431365,The Sword of Honour Trilogy,Evelyn Waugh,Fiction,"(Book Jacket Status: Jacketed) This trilogy of novels about World War II, largely based on his own experiences as an army officer, is the crowning achievement of Evelyn Waugh’s career. Its central character is Guy Crouchback, head of an ancient but decayed Catholic family, who at first discovers new purpose in the challenge to defend Christian values against Nazi barbarism, but then gradually finds the complexities and cruelties of war too much for him. Yet, though often somber, the Sword of Honour trilogy is also a brilliant comedy, peopled by the fantastic figures so familiar from Waugh’s early satires. The deepest pleasures these novels afford come from observing a great satiric writer employ his gifts with extraordinary subtlety, delicacy, and human feeling, for purposes that are ultimately anything but satiric.",1994,4,711,1068,book jacket status jacketed trilogy novels world war ii largely based experiences army officer crowning achievement evelyn waughs career central character guy crouchback head ancient decayed catholic family first discovers new purpose challenge defend christian values nazi barbarism gradually finds complexities cruelties war much him yet though often somber sword honour trilogy also brilliant comedy peopled fantastic figures familiar waughs early satires deepest pleasures novels afford come observing great satiric writer employ gifts extraordinary subtlety delicacy human feeling purposes ultimately anything satiric
3953,9780679444596,0679444599,Rabbit Angstrom,John Updike,Fiction,"Four novels trace the life of Harry ""Rabbit"" Angstrom against the changing American society from the sixties to the eighties",1995,4,1520,1492,four novels trace life harry rabbit angstrom changing american society sixties eighties
3956,9780679600053,0679600051,Swann's Way,Marcel Proust,Fiction,The narrator interrupts reminiscences about his childhood spent in the late-nineteenth-century France to recall the affair which a friend of the family carries on with young Odette de Crecy.,1992,4,640,247,narrator interrupts reminiscences childhood spent late nineteenth century france recall affair friend family carries young odette de crecy
3957,9780679600176,0679600175,The Sound and the Fury,William Faulkner,Fiction,"Depicts the troubled childhood of Jason, Quentin, Caddy, and Benjy Compson, members of a southern family.",1992,4,368,495,depicts troubled childhood jason quentin caddy benjy compson members southern family
3958,9780679601128,0679601120,Stars in Their Courses,Shelby Foote,History,Recreates the Battle of Gettysburg from both the Confederate and Union perspectives,1994,4,304,1407,recreates battle gettysburg confederate union perspectives
3959,9780679601326,0679601325,The Poetry and Short Stories of Dorothy Parker,Dorothy Parker,Poetry,Ketubot Part I,1994,4,457,1264,ketubot part
3960,9780679602989,0679602984,Fear and Loathing in Las Vegas and Other American Stories,Hunter S. Thompson,Biography & Autobiography,"Contains the journalist's classic account of his visit to Las Vegas, and includes three companion pieces",1998,4,283,1689,contains journalist s classic account visit las vegas includes three companion pieces
3963,9780679642848,0679642846,The Red and the Black,Stendhal,Fiction,"During the Bourbon Restoration, Julien Sorel disregards all moral codes as he attempts to accumulate power.",2003,4,560,76,bourbon restoration julien sorel disregards moral codes attempts accumulate power
3964,9780679643241,0679643249,The Killer Angels,Michael Shaara,Fiction,"In an effort to draw out the Union Army of the Potomac, the Confederate Army invades the North, and the armies clash in a bloody battle at Gettysburg, Pennsylvania, for four days.",2004,4,337,410,effort draw union army potomac confederate army invades north armies clash bloody battle gettysburg pennsylvania four days
3966,9780679643425,0679643427,The Murders in the Rue Morgue,Edgar Allan Poe,Fiction,"The story of a retired detective who is called upon to solve a perplexing pair of murders is accompanied by commentary, biographical notes, and a reading group guide.",2006,4,160,5994,story retired detective called upon solve perplexing pair murders accompanied commentary biographical notes reading group guide
3967,9780679643524,0679643524,Darkness Visible,William Styron,Biography & Autobiography,"The author chronicles his descent into depression, discussing not only his own experience and recovery but also how others can find help.",2007,4,96,378,author chronicles descent depression discussing experience recovery also others find help
3968,9780679720225,0679720227,The Fall,Albert Camus,Fiction,A man's confessions reveal his perception of justice and his own downfall,1956,4,147,50175,man s confessions reveal perception justice downfall
3969,9780679721031,0679721037,Hiroshima,John Hersey,History,The classic tale of the day the first atom bomb was dropped offers a haunting evocation of the memories of survivors and an appeal to the conscience of humanity,1989,4,152,49487,classic tale day first atom bomb dropped offers haunting evocation memories survivors appeal conscience humanity
3970,9780679721819,0679721819,Mama Day,Gloria Naylor,Fiction,"In a small Georgia town, Mama Day, uses her gifts as a seer and healer, but her powers are ultimately tested when her beloved niece's life hangs in the balance",1989,4,312,8690,small georgia town mama day uses gifts seer healer powers ultimately tested beloved niece s life hangs balance
3972,9780679722946,0679722947,Running Dog,Don DeLillo,Fiction,A woman reporter and a staff assistant to an American senator learn of an erotic film shot in Hitler's Berlin bunker which was to have been sold by a man found murdered and dressed as a woman in Manhattan,1989,3,256,1285,woman reporter staff assistant american senator learn erotic film shot hitler s berlin bunker sold man found murdered dressed woman manhattan
3973,9780679722953,0679722955,The Names,Don DeLillo,Fiction,"In an expatriate's world of turmoil and danger, American risk analyst James Axton learns of a ritual-murder cult in the Aegean and follows the trail to its secret meanings in the ancient city of Lahore",1989,4,339,2990,expatriate s world turmoil danger american risk analyst james axton learns ritual murder cult aegean follows trail secret meanings ancient city lahore
3974,9780679723059,0679723056,What We Talk about when We Talk about Love,Raymond Carver,Fiction,"Stories feature men and women without education, insight, or prospects, who, ironically, are too unimaginative to ever give up",1989,4,159,34613,stories feature men women without education insight prospects who ironically unimaginative ever give
3975,9780679723127,0679723129,Gideon's Trumpet,Anthony Lewis,History,The story of a convict's defense of his contention that a person on trial should not be denied the assistance of counsel,1989,4,288,2193,story convict s defense contention person trial denied assistance counsel
3976,9780679723134,0679723137,Invisible Man,Ralph Ellison,African American men,A black man's search for success and the American dream leads him out of college to Harlem and a growing sense of personal rejection and social invisibility,1990,4,581,318,black man s search success american dream leads college harlem growing sense personal rejection social invisibility
3977,9780679723165,0679723161,Lolita,Vladimir Vladimirovich Nabokov,Fiction,A novel that studies the moral disintegration of a man whose obsessive desire to possess his step-daughter destroys the lives of those around him,1997,4,317,18462,novel studies moral disintegration man whose obsessive desire possess step daughter destroys lives around
3978,9780679723691,0679723692,Cathedral,Raymond Carver,Fiction,"Twelve stories deal with loneliness, loss, the tragic banality of everyday life, and redemption.",1989,4,230,21140,twelve stories deal loneliness loss tragic banality everyday life redemption
3980,9780679724773,067972477X,"I, Claudius",Robert Graves,Fiction,"The emperor Claudius tells of his life during the reigns of Augustus, Tiberius, and Caligula and the events that led to his rise to power in a classic novel reconstructing ancient Rome",1989,4,468,43469,emperor claudius tells life reigns augustus tiberius caligula events led rise power classic novel reconstructing ancient rome
3981,9780679725169,0679725164,"No Exit, and Three Other Plays",Jean-Paul Sartre,Drama,"English translations of four plays which dramatize the theme of man's responsibility for his own actions, by the leader of French existentialism",1989,4,275,23906,english translations four plays dramatize theme man s responsibility actions leader french existentialism
3982,9780679725220,0679725229,"Ada, Or, Ardor, a Family Chronicle",Vladimir Vladimirovich Nabokov,Fiction,"Set in a ""dreambright"" America, at the turn of the century, the novel depicts an incestuous love affair",1990,4,604,7620,set dreambright america turn century novel depicts incestuous love affair
3983,9780679725404,0679725407,Aké,Wole Soyinka,Biography & Autobiography,"The Nigerian playwright, poet, and novelist recounts his first eleven years growing up under the influence of his parents, traditional Yoruba customs, and Christian missionaries",1981,4,230,1213,nigerian playwright poet novelist recounts first eleven years growing influence parents traditional yoruba customs christian missionaries
3985,9780679726203,0679726209,Mary,Владимир Владимирович Набоков,Fiction,Lyrical prose records a young Russian exile's recollections of his first love affair,1989,4,114,3267,lyrical prose records young russian exile s recollections first love affair
3987,9780679727224,0679727221,The Defense,Vladimir Vladimirovich Nabokov;Michael Scammell,Fiction,"Luzhin's prodigious talent at chess earns him the title of grandmaster, but his passion soon leads to obsession, and his world falls apart during a championship match when his defense fades under his opponent's surprising strategy.",1990,4,256,6967,luzhin s prodigious talent chess earns title grandmaster passion soon leads obsession world falls apart championship match defense fades opponent s surprising strategy
3988,9780679727231,067972723X,The Eye,Владимир Владимирович Набоков,Fiction,"After being humiliated by her husband, Smurov commits suicide, only to experience even greater embarrassment in the afterlife.",1990,4,104,2772,humiliated husband smurov commits suicide experience even greater embarrassment afterlife
3989,9780679727293,0679727299,The Annotated Lolita,Владимир Владимирович Набоков;Vladimir Vladimirovich Nabokov,Fiction,The textural discussion accompanying this novel examines the thematic and technical elements which make it a literary classic,1991,4,457,2919,textural discussion accompanying novel examines thematic technical elements make literary classic
